submission_id,QUD,RT,age,bias,choice_options_1,choice_options_2,choice_options_3,column_number,comments,condition,correct,education,endTime,expected,experiment_id,gender,languages,prolific_id,question,response,row_number,sentence_chunk_1,sentence_chunk_2,sentence_chunk_3,sentence_chunk_4,startDate,startTime,stimulus,timeSpent,trial_name,trial_number
11647,,16661,38,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Higher Degree,1580336209066,placeholder,82,male,English,5c3c753320c87d0001d902f7,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|many|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 22:08:25 GMT+0000 (GMT Standard Time),1580335705674,0|1|0|1|1|0|0|0|1|0|0|1|0|1|1|1|0|0|0|1|1|0|0|1|1|0|1|1|1|1|1|1|1|0|0|1|0|1|0|1|1|0|1|1|0|0|0|1|1|1|1|1|0|1|0|0|1|0|1|0,8.389866666666666,main_trials,14
11648,,31267,23,0.9,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,NA,Graduated College,1580336341588,NA,82,male,English,5a9ae74a6219a30001d349fe,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,all|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:11:36 GMT-0600 (Central Standard Time),1580335896874,0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0,7.4119,training_trials,1
11648,,56152,23,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,NA,Graduated College,1580336341588,NA,82,male,English,5a9ae74a6219a30001d349fe,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,none|all|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:11:36 GMT-0600 (Central Standard Time),1580335896874,0|1|1|1|1|0|1|1|1|1|0|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1|0|0|1|1|1|1|1|0|1|1|1|1|0|1|1|1|0|1|1|1|1|1|1|0|1|1|0|1|0,7.4119,training_trials,2
11648,,17831,23,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,NA,Graduated College,1580336341588,NA,82,male,English,5a9ae74a6219a30001d349fe,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,none|all|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:11:36 GMT-0600 (Central Standard Time),1580335896874,0|0|0|0|0|0|1|1|1|0|1|1|1|1|0|1|1|1|1|0|1|0|0|1|0|0|0|0|0|1|1|0|0|1|1|0|1|1|0|1|1|0|0|1|0|0|0|1|0|1|1|0|1|0|1|0|1|0|1|0,7.4119,training_trials,3
11648,,29137,23,0.3,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Graduated College,1580336341588,placeholder,82,male,English,5a9ae74a6219a30001d349fe,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,none|all|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:11:36 GMT-0600 (Central Standard Time),1580335896874,1|1|1|0|0|0|1|1|1|1|0|1|1|1|1|0|1|0|0|0|0|1|1|1|0|0|0|1|1|1|0|0|1|1|1|1|0|1|1|1|1|1|0|0|1|0|1|0|1|0|1|1|0|0|1|1|1|0|1|1,7.4119,main_trials,1
11648,,13089,23,0.7,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Graduated College,1580336341588,placeholder,82,male,English,5a9ae74a6219a30001d349fe,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,all|many|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:11:36 GMT-0600 (Central Standard Time),1580335896874,1|0|1|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|1|1|0|1|0|0|0|0|1|0|0|1|1|0|0|1|0|1|1|0|1|0|1|1|0|1|1|0|0|0|1|0|1|0|0|0|1|1,7.4119,main_trials,2
11648,,16148,23,0.6,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Graduated College,1580336341588,placeholder,82,male,English,5a9ae74a6219a30001d349fe,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,many|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:11:36 GMT-0600 (Central Standard Time),1580335896874,0|0|1|0|1|1|0|0|0|1|0|0|0|0|1|0|1|1|0|1|0|1|0|0|0|0|0|1|0|1|0|0|0|1|0|1|1|0|0|1|1|1|1|1|1|0|1|0|1|0|0|0|1|1|0|1|1|0|1|1,7.4119,main_trials,3
11648,,24475,23,0.3,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Graduated College,1580336341588,placeholder,82,male,English,5a9ae74a6219a30001d349fe,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,none|none|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:11:36 GMT-0600 (Central Standard Time),1580335896874,0|1|1|1|1|1|0|1|0|0|1|1|1|0|1|1|1|1|1|1|0|0|1|0|1|1|1|0|0|1|1|1|1|1|1|1|1|0|1|0|0|0|0|1|1|1|0|0|1|1|1|1|0|0|1|1|1|1|1|1,7.4119,main_trials,4
11648,,21221,23,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Graduated College,1580336341588,placeholder,82,male,English,5a9ae74a6219a30001d349fe,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|some|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:11:36 GMT-0600 (Central Standard Time),1580335896874,0|1|1|1|1|0|0|1|1|0|1|0|0|0|1|1|0|0|0|0|1|0|1|0|0|0|0|1|1|1|1|0|0|0|1|1|0|1|0|0|1|0|1|0|0|1|1|1|1|0|0|0|1|0|1|0|0|1|0|0,7.4119,main_trials,5
11648,,9619,23,0.8,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Graduated College,1580336341588,placeholder,82,male,English,5a9ae74a6219a30001d349fe,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,all|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:11:36 GMT-0600 (Central Standard Time),1580335896874,0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|0|1|1|0|1|0|0|0|0|1|0|0|1|1|0|0|1|0|0|0|0,7.4119,main_trials,6
11648,,31065,23,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Graduated College,1580336341588,placeholder,82,male,English,5a9ae74a6219a30001d349fe,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,all|few|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:11:36 GMT-0600 (Central Standard Time),1580335896874,1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|0|1|1|1|1|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1,7.4119,main_trials,7
11648,,11478,23,0.8,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Graduated College,1580336341588,placeholder,82,male,English,5a9ae74a6219a30001d349fe,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:11:36 GMT-0600 (Central Standard Time),1580335896874,0|1|1|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|0|1|0|0|1|0|0|0|1|0|1|0|0|1|0|0,7.4119,main_trials,8
11648,,11822,23,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Graduated College,1580336341588,placeholder,82,male,English,5a9ae74a6219a30001d349fe,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,some|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:11:36 GMT-0600 (Central Standard Time),1580335896874,1|0|1|0|0|0|0|1|1|1|1|0|0|1|1|1|1|1|1|0|0|1|1|0|1|0|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|0|0|1|1|0|1|0|1|1|0|0|0|0|0|0|1|1|0|1,7.4119,main_trials,9
11648,,14435,23,0.4,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Graduated College,1580336341588,placeholder,82,male,English,5a9ae74a6219a30001d349fe,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|many|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:11:36 GMT-0600 (Central Standard Time),1580335896874,0|1|0|0|0|0|1|0|1|1|1|1|0|1|0|1|0|1|1|1|0|0|1|1|0|0|1|1|0|0|1|0|0|0|1|0|0|1|1|1|0|0|1|1|1|1|1|1|0|1|0|1|1|0|1|1|0|1|1|0,7.4119,main_trials,10
11648,,23997,23,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Graduated College,1580336341588,placeholder,82,male,English,5a9ae74a6219a30001d349fe,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|few|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:11:36 GMT-0600 (Central Standard Time),1580335896874,1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|0|0|1|1|1|1|1|1|0|1|1|1|0|1|0|1|0|1|0|1|0,7.4119,main_trials,11
11648,,21998,23,0.7,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Graduated College,1580336341588,placeholder,82,male,English,5a9ae74a6219a30001d349fe,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|some|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:11:36 GMT-0600 (Central Standard Time),1580335896874,0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|1|1|0|0|1|0|0|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|1,7.4119,main_trials,12
11648,,12674,23,0.6,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Graduated College,1580336341588,placeholder,82,male,English,5a9ae74a6219a30001d349fe,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,many|some|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:11:36 GMT-0600 (Central Standard Time),1580335896874,0|0|0|0|0|1|0|0|1|0|0|0|0|1|0|1|0|0|1|0|0|0|1|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|0|0|0|1|1|0|0|1|0|1|0|1|1|0|0|0|0|0|0|0|0|0,7.4119,main_trials,13
11648,,10314,23,0.4,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Graduated College,1580336341588,placeholder,82,male,English,5a9ae74a6219a30001d349fe,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,some|many|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 16:11:36 GMT-0600 (Central Standard Time),1580335896874,1|1|1|0|1|1|1|0|0|1|1|1|1|0|1|1|1|1|0|1|1|0|0|1|0|0|1|0|0|0|1|1|1|0|1|1|0|1|1|0|0|1|1|1|0|1|0|1|1|0|1|1|1|1|0|0|1|1|0|1,7.4119,main_trials,14
11646,,51530,20,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,NA,Graduated High School,1580336114502,NA,82,female,English,5c761e74b80b460016bd0bd9,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,many|most|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 17:08:54 GMT-0500 (Eastern Standard Time),1580335734517,1|1|1|1|0|1|0|1|1|1|0|0|1|1|0|0|0|0|1|1|1|1|0|1|1|0|0|1|0|0|1|1|0|1|1|0|1|1|1|1|0|1|0|1|1|0|0|1|1|1|1|0|1|0|0|1|0|0|0|0,6.333083333333334,training_trials,1
11646,,26581,20,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,NA,Graduated High School,1580336114502,NA,82,female,English,5c761e74b80b460016bd0bd9,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,all|some|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 17:08:54 GMT-0500 (Eastern Standard Time),1580335734517,1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|0,6.333083333333334,training_trials,2
11646,,21097,20,0.9,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,NA,Graduated High School,1580336114502,NA,82,female,English,5c761e74b80b460016bd0bd9,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,all|most|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 17:08:54 GMT-0500 (Eastern Standard Time),1580335734517,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0,6.333083333333334,training_trials,3
11646,,15755,20,0.8,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Graduated High School,1580336114502,placeholder,82,female,English,5c761e74b80b460016bd0bd9,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|some|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 17:08:54 GMT-0500 (Eastern Standard Time),1580335734517,0|0|1|0|1|0|0|1|0|1|0|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|1|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|1|0|0|0|1,6.333083333333334,main_trials,1
11646,,14146,20,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Graduated High School,1580336114502,placeholder,82,female,English,5c761e74b80b460016bd0bd9,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|most|wrong,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 17:08:54 GMT-0500 (Eastern Standard Time),1580335734517,1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|0|0|1|0|1|1|1|1|1|0|1|0|1|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0,6.333083333333334,main_trials,2
11646,,19249,20,0.3,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Graduated High School,1580336114502,placeholder,82,female,English,5c761e74b80b460016bd0bd9,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|many|right,5,In this exam,of the students got,of the questions,.,Wed Jan 29 2020 17:08:54 GMT-0500 (Eastern Standard Time),1580335734517,0|1|1|1|1|0|1|1|0|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|0|1|1|1|0|0|1|1|1|1|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|1|0,6.333083333333334,main_trials,3
