submission_id,QUD,RT,age,choice_options_1,choice_options_2,choice_options_3,column_number,comments,condition,correct,education,endTime,expected,experiment_id,gender,languages,prolific_id,question,response,row_number,sentence_chunk_1,sentence_chunk_2,sentence_chunk_3,sentence_chunk_4,situation,situation_number,startDate,startTime,stimulus,timeSpent,trial_name,trial_number
11638,,57433,29,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Higher Degree,1580300319777,placeholder,81,female,English,5d6ec011b0077300177095e9,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,Scores were all 25% or below,3|3|3|0|0,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [3, 3, 3, 0, 0]}], ""number"" => 5, ""sequence"" => [""CCCDD"", ""CCCCD""], ""truth_table"" => []}",5,Wed Jan 29 2020 12:03:59 GMT+0000 (Greenwich Mean Time),1580299439233,1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,14.675733333333334,main_trials,11
11641,,94550,26,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Graduated College,1580300727161,placeholder,81,male,English,5cd2ae5020c6800014c894e5,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,"Two of our students performed well, with room for improvement which Green Valley school is all about!",3|3|0|0|0,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [3, 3, 0, 0, 0]}], ""number"" => 2, ""sequence"" => [""CDDDD"", ""CCDDD""], ""truth_table"" => []}",2,Wed Jan 29 2020 12:03:18 GMT+0000 (Greenwich Mean Time),1580299398666,1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,22.141583333333333,main_trials,1
11641,,36679,26,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Graduated College,1580300727161,placeholder,81,male,English,5cd2ae5020c6800014c894e5,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,none of the students from riverside managed to answer all the questions correctly,3|3|3|3|3,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [3, 3, 3, 3, 3]}], ""number"" => 11, ""sequence"" => [""CCCCC""], ""truth_table"" => []}",11,Wed Jan 29 2020 12:03:18 GMT+0000 (Greenwich Mean Time),1580299398666,1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0,22.141583333333333,main_trials,2
11641,,27785,26,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Graduated College,1580300727161,placeholder,81,male,English,5cd2ae5020c6800014c894e5,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,Two of the students failed to even get half the questions correct,9|9|9|3|3,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [9, 9, 9, 3, 3]}], ""number"" => 14, ""sequence"" => [""BBBCC"", ""BBBBC""], ""truth_table"" => []}",14,Wed Jan 29 2020 12:03:18 GMT+0000 (Greenwich Mean Time),1580299398666,1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0,22.141583333333333,main_trials,3
11641,,48031,26,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Graduated College,1580300727161,placeholder,81,male,English,5cd2ae5020c6800014c894e5,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,The majority of the students got over 9/12 questions correct,12|12|9|0|0,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 9, 0, 0]}], ""number"" => 8, ""sequence"" => [""ABBBD"", ""ABBDD"", ""AABDD"", ""ABBBD"", ""ABBCD"", ""AABCD""], ""truth_table"" => []}",8,Wed Jan 29 2020 12:03:18 GMT+0000 (Greenwich Mean Time),1580299398666,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,22.141583333333333,main_trials,4
11641,,72759,26,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Graduated College,1580300727161,placeholder,81,male,English,5cd2ae5020c6800014c894e5,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,3 out of the 5 students failed to even get one question correct,12|12|0|0|0,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 0, 0, 0]}], ""number"" => 4, ""sequence"" => [""ADDDD"", ""AADDD"", ""ABDDD"", ""ACDDD""], ""truth_table"" => []}",4,Wed Jan 29 2020 12:03:18 GMT+0000 (Greenwich Mean Time),1580299398666,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,22.141583333333333,main_trials,5
11641,,12839,26,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Graduated College,1580300727161,placeholder,81,male,English,5cd2ae5020c6800014c894e5,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,Majority of our students passed with full marks,12|12|12|0|0,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 12, 0, 0]}], ""number"" => 9, ""sequence"" => [""AAADD"", ""AAAAD"", ""AAABD"", ""AAACD""], ""truth_table"" => []}",9,Wed Jan 29 2020 12:03:18 GMT+0000 (Greenwich Mean Time),1580299398666,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,22.141583333333333,main_trials,6
11641,,29350,26,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Graduated College,1580300727161,placeholder,81,male,English,5cd2ae5020c6800014c894e5,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,two of the studnets failed the test scoring zero marks and one student only got 3/12 answers correct,12|12|3|0|0,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 3, 0, 0]}], ""number"" => 1, ""sequence"" => [""ACCCD"", ""ACCDD"", ""AACDD"", ""AACCD"", ""ABCDD"", ""ABCCD""], ""truth_table"" => []}",1,Wed Jan 29 2020 12:03:18 GMT+0000 (Greenwich Mean Time),1580299398666,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,22.141583333333333,main_trials,7
11641,,20805,26,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Graduated College,1580300727161,placeholder,81,male,English,5cd2ae5020c6800014c894e5,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,Majority of our students got answers correct,3|3|3|0|0,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [3, 3, 3, 0, 0]}], ""number"" => 5, ""sequence"" => [""CCCDD"", ""CCCCD""], ""truth_table"" => []}",5,Wed Jan 29 2020 12:03:18 GMT+0000 (Greenwich Mean Time),1580299398666,1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,22.141583333333333,main_trials,8
11641,,264686,26,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Graduated College,1580300727161,placeholder,81,male,English,5cd2ae5020c6800014c894e5,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,3 of the students wasnt able to hit full marks,12|12|9|3|3,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 9, 3, 3]}], ""number"" => 15, ""sequence"" => [""ABBBC"", ""ABBCC"", ""AABCC"", ""AABBC""], ""truth_table"" => []}",15,Wed Jan 29 2020 12:03:18 GMT+0000 (Greenwich Mean Time),1580299398666,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0,22.141583333333333,main_trials,9
11641,,37540,26,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Graduated College,1580300727161,placeholder,81,male,English,5cd2ae5020c6800014c894e5,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,All of the students tried there best and there is room to improve with the support of the teaching staff here at green valley,0|0|0|0|0,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [0, 0, 0, 0, 0]}], ""number"" => 10, ""sequence"" => [""DDDDD""], ""truth_table"" => []}",10,Wed Jan 29 2020 12:03:18 GMT+0000 (Greenwich Mean Time),1580299398666,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,22.141583333333333,main_trials,10
11641,,20092,26,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Graduated College,1580300727161,placeholder,81,male,English,5cd2ae5020c6800014c894e5,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,3 of our students got full marks with the rest narrowly missing out on full marks,12|12|12|9|9,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => '\f\f\f\t\t'}], ""number"" => 19, ""sequence"" => [""AAABB"", ""AAAAB""], ""truth_table"" => []}",19,Wed Jan 29 2020 12:03:18 GMT+0000 (Greenwich Mean Time),1580299398666,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0,22.141583333333333,main_trials,11
11625,,191498,37,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Higher Degree,1580228112646,placeholder,81,female,english,5d56c73e020f3c00015e5a48,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,two of the students performed exceptionally,9|9|0|0|0,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [9, 9, 0, 0, 0]}], ""number"" => 3, ""sequence"" => [""BDDDD"", ""BBDDD"", ""BCDDD""], ""truth_table"" => []}",3,Tue Jan 28 2020 16:01:57 GMT+0000 (Greenwich Mean Time),1580227317234,1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,13.256866666666667,main_trials,1
11625,,22354,37,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Higher Degree,1580228112646,placeholder,81,female,english,5d56c73e020f3c00015e5a48,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,"most of the students answered most of the questions correctly, with some getting full marks",12|12|9|9|9,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => '\f\f\t\t\t'}], ""number"" => 18, ""sequence"" => [""ABBBB"", ""AABBB""], ""truth_table"" => []}",18,Tue Jan 28 2020 16:01:57 GMT+0000 (Greenwich Mean Time),1580227317234,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0,13.256866666666667,main_trials,2
11625,,12540,37,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Higher Degree,1580228112646,placeholder,81,female,english,5d56c73e020f3c00015e5a48,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,100% of students got less than 50% correct,3|3|3|3|3,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [3, 3, 3, 3, 3]}], ""number"" => 11, ""sequence"" => [""CCCCC""], ""truth_table"" => []}",11,Tue Jan 28 2020 16:01:57 GMT+0000 (Greenwich Mean Time),1580227317234,1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0,13.256866666666667,main_trials,3
11625,,13195,37,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Higher Degree,1580228112646,placeholder,81,female,english,5d56c73e020f3c00015e5a48,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most of the students got most of the questions right,12|12|9|0|0,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 9, 0, 0]}], ""number"" => 8, ""sequence"" => [""ABBBD"", ""ABBDD"", ""AABDD"", ""ABBBD"", ""ABBCD"", ""AABCD""], ""truth_table"" => []}",8,Tue Jan 28 2020 16:01:57 GMT+0000 (Greenwich Mean Time),1580227317234,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,13.256866666666667,main_trials,4
11625,,33850,37,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Higher Degree,1580228112646,placeholder,81,female,english,5d56c73e020f3c00015e5a48,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most of the questions were answered incorrectly,3|3|3|0|0,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [3, 3, 3, 0, 0]}], ""number"" => 5, ""sequence"" => [""CCCDD"", ""CCCCD""], ""truth_table"" => []}",5,Tue Jan 28 2020 16:01:57 GMT+0000 (Greenwich Mean Time),1580227317234,1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,13.256866666666667,main_trials,5
11625,,44198,37,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Higher Degree,1580228112646,placeholder,81,female,english,5d56c73e020f3c00015e5a48,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,some of the questions were answered incorrectly,12|12|12|9|9,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => '\f\f\f\t\t'}], ""number"" => 19, ""sequence"" => [""AAABB"", ""AAAAB""], ""truth_table"" => []}",19,Tue Jan 28 2020 16:01:57 GMT+0000 (Greenwich Mean Time),1580227317234,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0,13.256866666666667,main_trials,6
11625,,24555,37,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Higher Degree,1580228112646,placeholder,81,female,english,5d56c73e020f3c00015e5a48,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,"most of the questions were answered incorrectly, with none of the students getting full marks",9|9|3|0|0,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [9, 9, 3, 0, 0]}], ""number"" => 6, ""sequence"" => [""BCCCD"", ""BCCDD"", ""BBCDD"", ""BBCCD""], ""truth_table"" => []}",6,Tue Jan 28 2020 16:01:57 GMT+0000 (Greenwich Mean Time),1580227317234,1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,13.256866666666667,main_trials,7
11625,,11570,37,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Higher Degree,1580228112646,placeholder,81,female,english,5d56c73e020f3c00015e5a48,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,some of the students failed completely,12|12|12|0|0,In this exam,of the students got,of the questions,.,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 12, 0, 0]}], ""number"" => 9, ""sequence"" => [""AAADD"", ""AAAAD"", ""AAABD"", ""AAACD""], ""truth_table"" => []}",9,Tue Jan 28 2020 16:01:57 GMT+0000 (Greenwich Mean Time),1580227317234,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,13.256866666666667,main_trials,8
