submission_id,QUD,RT,age,bias,choice_options_1,choice_options_2,choice_options_3,column_number,comments,condition,correct,education,endTime,expected,experiment_id,gender,languages,prolific_id,question,response,row_number,sentence_chunk_1,sentence_chunk_2,sentence_chunk_3,sentence_chunk_4,startDate,startTime,stimulus,timeSpent,trial_name,trial_number
90,,15340,38,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,NA,Higher Degree,1571590391583,NA,4,male,english,5563984afdf99b672b5749b6,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,few|few|wrong,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 09:13:17 GMT-0700 (heure d’été du Pacifique),1571587997267,1|1|1|0|0|1|1|1|0|0|1|1|1|1|1|0|1|0|1|1|0|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|0|0|1|0|1|0|1|1|1|0|1|1|1|1|0|1|1|1|0|1|1|1|1|1,39.90526666666667,training_trials,3
90,,7500,38,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Higher Degree,1571590391583,placeholder,4,male,english,5563984afdf99b672b5749b6,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|most|wrong,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 09:13:17 GMT-0700 (heure d’été du Pacifique),1571587997267,1|0|0|0|0|0|1|1|0|1|0|1|0|0|0|1|1|0|1|1|1|0|0|1|0|1|0|1|1|0|1|0|0|0|0|0|1|0|0|1|0|0|1|0|0|0|1|0|0|1|1|0|1|1|1|0|0|0|1|0,39.90526666666667,main_trials,1
90,,7404,38,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Higher Degree,1571590391583,placeholder,4,male,english,5563984afdf99b672b5749b6,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,many|many|right,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 09:13:17 GMT-0700 (heure d’été du Pacifique),1571587997267,1|0|1|0|1|1|1|1|0|1|0|1|1|0|1|0|1|0|1|0|0|1|1|0|1|1|1|1|1|1|1|1|0|0|1|0|0|1|1|1|0|1|0|0|1|0|1|1|0|1|0|0|0|1|0|0|0|0|0|0,39.90526666666667,main_trials,2
90,,15270,38,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Higher Degree,1571590391583,placeholder,4,male,english,5563984afdf99b672b5749b6,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,few|few|wrong,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 09:13:17 GMT-0700 (heure d’été du Pacifique),1571587997267,1|0|0|1|1|1|1|1|1|1|1|1|1|0|0|1|0|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|0|0|1|0|1|1|1|1|1|1,39.90526666666667,main_trials,3
90,,7293,38,0.3,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Higher Degree,1571590391583,placeholder,4,male,english,5563984afdf99b672b5749b6,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,few|few|wrong,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 09:13:17 GMT-0700 (heure d’été du Pacifique),1571587997267,0|1|1|1|1|1|1|1|0|0|1|1|1|0|1|1|1|0|1|1|1|1|1|1|0|0|0|1|0|1|0|0|1|0|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|0|1|1|0|0|0|1|1,39.90526666666667,main_trials,4
90,,7613,38,0.6,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Higher Degree,1571590391583,placeholder,4,male,english,5563984afdf99b672b5749b6,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,many|many|wrong,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 09:13:17 GMT-0700 (heure d’été du Pacifique),1571587997267,0|0|0|0|0|0|1|0|0|1|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|1|0|0|1|1|1|0|1|0|0|1|1|0|0|0|0|1|1|1|1|0|1|1|1|1|0|1|0|0|0,39.90526666666667,main_trials,5
90,,5972,38,0.8,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Higher Degree,1571590391583,placeholder,4,male,english,5563984afdf99b672b5749b6,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,some|some|wrong,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 09:13:17 GMT-0700 (heure d’été du Pacifique),1571587997267,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|1|0|0|1|1|0|0|0|0|0|1|0|0|0|1,39.90526666666667,main_trials,6
90,,10009,38,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Higher Degree,1571590391583,placeholder,4,male,english,5563984afdf99b672b5749b6,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|most|wrong,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 09:13:17 GMT-0700 (heure d’été du Pacifique),1571587997267,1|1|1|0|1|1|0|0|1|0|1|0|1|0|0|1|1|1|1|1|0|1|1|1|1|0|0|1|1|0|1|1|1|1|0|1|1|0|1|1|0|1|0|1|0|1|1|0|1|1|1|1|1|0|1|1|1|0|1|1,39.90526666666667,main_trials,7
90,,8692,38,0.3,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Higher Degree,1571590391583,placeholder,4,male,english,5563984afdf99b672b5749b6,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|most|wrong,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 09:13:17 GMT-0700 (heure d’été du Pacifique),1571587997267,1|1|1|1|0|1|1|1|0|1|0|1|1|1|0|1|0|1|1|1|0|1|1|0|1|1|1|1|1|1|0|1|1|1|0|1|1|1|0|1|0|0|0|1|1|1|1|1|1|0|0|1|1|1|0|1|0|0|0|1,39.90526666666667,main_trials,8
90,,7781,38,0.4,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Higher Degree,1571590391583,placeholder,4,male,english,5563984afdf99b672b5749b6,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,many|many|right,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 09:13:17 GMT-0700 (heure d’été du Pacifique),1571587997267,1|0|0|0|0|1|1|1|0|1|1|0|1|0|1|0|1|1|1|1|1|1|0|1|1|1|0|0|1|1|1|0|0|1|0|0|0|1|0|0|1|1|0|1|1|1|0|0|1|0|1|1|0|1|1|0|1|1|0|0,39.90526666666667,main_trials,9
90,,5107,38,0.7,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Higher Degree,1571590391583,placeholder,4,male,english,5563984afdf99b672b5749b6,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,some|some|wrong,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 09:13:17 GMT-0700 (heure d’été du Pacifique),1571587997267,0|0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|1|0|0|0|1|0|1|1|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1,39.90526666666667,main_trials,10
90,,6492,38,0.7,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Higher Degree,1571590391583,placeholder,4,male,english,5563984afdf99b672b5749b6,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|most|right,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 09:13:17 GMT-0700 (heure d’été du Pacifique),1571587997267,0|0|0|1|0|0|0|0|0|0|1|0|0|1|0|1|0|0|0|0|0|1|1|0|1|1|1|1|0|0|0|0|0|0|0|1|1|0|0|0|1|1|0|1|0|0|1|0|0|0|0|1|1|0|0|0|0|1|1|0,39.90526666666667,main_trials,11
90,,6956,38,0.8,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Higher Degree,1571590391583,placeholder,4,male,english,5563984afdf99b672b5749b6,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|most|right,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 09:13:17 GMT-0700 (heure d’été du Pacifique),1571587997267,0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|1|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|0|0,39.90526666666667,main_trials,12
90,,3994,38,0.4,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Higher Degree,1571590391583,placeholder,4,male,english,5563984afdf99b672b5749b6,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,many|many|wrong,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 09:13:17 GMT-0700 (heure d’été du Pacifique),1571587997267,1|1|1|1|0|0|0|1|0|0|1|1|1|1|1|1|1|1|0|0|1|1|0|1|1|1|0|1|0|0|0|1|1|0|1|1|1|0|0|1|1|1|0|1|1|1|0|1|1|0|1|0|1|1|1|1|1|1|1|1,39.90526666666667,main_trials,13
90,,6787,38,0.6,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Higher Degree,1571590391583,placeholder,4,male,english,5563984afdf99b672b5749b6,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|most|right,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 09:13:17 GMT-0700 (heure d’été du Pacifique),1571587997267,1|0|1|0|1|0|1|0|1|1|1|0|0|0|0|0|1|1|1|0|1|1|0|0|1|0|0|1|0|0|1|0|0|1|1|0|1|0|0|1|1|1|0|0|1|1|1|0|0|1|1|0|1|0|1|0|0|0|0|0,39.90526666666667,main_trials,14
89,,129414,22,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,NA,,1571589030723,NA,4,other,English,5d9a50083f8a4c03723b93b1,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,none|all|wrong,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 17:13:15 GMT+0100 (British Summer Time),1571587995133,1|1|1|0|1|1|1|0|1|0|1|1|0|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|1|1|0|1|1|1|0|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|0|1,17.259833333333333,training_trials,1
89,,27811,22,0.9,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,NA,,1571589030723,NA,4,other,English,5d9a50083f8a4c03723b93b1,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|all|right,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 17:13:15 GMT+0100 (British Summer Time),1571587995133,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,17.259833333333333,training_trials,2
89,,119170,22,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,NA,,1571589030723,NA,4,other,English,5d9a50083f8a4c03723b93b1,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|many|wrong,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 17:13:15 GMT+0100 (British Summer Time),1571587995133,1|1|1|0|1|0|1|1|0|0|1|0|0|0|0|1|1|1|1|0|1|0|1|0|1|1|0|1|1|0|1|1|0|0|1|0|1|0|1|1|1|0|0|0|0|0|0|0|0|1|1|0|0|1|1|0|1|1|0|1,17.259833333333333,training_trials,3
89,,66123,22,0.8,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,,1571589030723,placeholder,4,other,English,5d9a50083f8a4c03723b93b1,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,few|all|right,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 17:13:15 GMT+0100 (British Summer Time),1571587995133,0|1|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0,17.259833333333333,main_trials,1
89,,31589,22,0.8,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,,1571589030723,placeholder,4,other,English,5d9a50083f8a4c03723b93b1,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,all|most|right,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 17:13:15 GMT+0100 (British Summer Time),1571587995133,0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|1|0|0|0|0,17.259833333333333,main_trials,2
89,,61021,22,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,,1571589030723,placeholder,4,other,English,5d9a50083f8a4c03723b93b1,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,many|most|wrong,5,In this exam,of the students got,of the questions,.,Sun Oct 20 2019 17:13:15 GMT+0100 (British Summer Time),1571587995133,1|1|1|1|0|0|1|0|1|1|0|1|0|1|0|1|0|0|0|1|1|0|0|0|1|0|1|0|1|1|1|0|0|1|0|1|0|1|1|0|1|0|1|1|0|1|0|0|0|1|1|0|0|0|0|1|0|0|1|0,17.259833333333333,main_trials,3
