submission_id,QUD,RT,age,bias,choice_options_1,choice_options_2,choice_options_3,column_number,comments,condition,correct,education,endTime,expected,experiment_id,gender,languages,prolific_id,question,response,row_number,sentence_chunk_1,sentence_chunk_2,sentence_chunk_3,sentence_chunk_4,startDate,startTime,stimulus,timeSpent,trial_name,trial_number
11659,,12775,28,0.6,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,n/a,low,placeholder,Higher Degree,1580380639093,placeholder,82,female,English,5d516ec3ca214b001640d9fe,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,many|many|wrong,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 10:30:03 GMT+0000 (Greenwich Mean Time),1580380203172,0|0|1|1|0|0|0|1|0|0|0|1|0|1|0|1|0|0|0|0|1|1|0|1|1|0|0|1|1|1|0|0|0|0|0|0|1|0|1|0|0|1|0|0|1|1|1|1|0|1|1|0|1|0|0|0|1|0|0|0,7.26535,main_trials,8
11659,,15046,28,0.4,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,n/a,low,placeholder,Higher Degree,1580380639093,placeholder,82,female,English,5d516ec3ca214b001640d9fe,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,none|all|right,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 10:30:03 GMT+0000 (Greenwich Mean Time),1580380203172,1|1|1|1|1|1|1|1|1|0|1|0|1|0|0|1|0|0|1|0|1|1|1|0|1|1|1|1|1|1|0|1|1|0|1|1|1|1|0|0|1|1|0|0|1|0|1|1|1|1|0|1|0|0|1|1|0|1|1|0,7.26535,main_trials,9
11659,,25813,28,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,n/a,high,placeholder,Higher Degree,1580380639093,placeholder,82,female,English,5d516ec3ca214b001640d9fe,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,none|all|wrong,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 10:30:03 GMT+0000 (Greenwich Mean Time),1580380203172,1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|0|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|1|0|1|0|1|1|1,7.26535,main_trials,10
11659,,18686,28,0.3,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,n/a,high,placeholder,Higher Degree,1580380639093,placeholder,82,female,English,5d516ec3ca214b001640d9fe,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,none|all|wrong,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 10:30:03 GMT+0000 (Greenwich Mean Time),1580380203172,1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|0|1|1|1|1|0|1|1|1|0|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|1|1|1|1|0|0|0|0|1|1|1|0|1|0|1|0|1|1|1|1,7.26535,main_trials,11
11659,,17406,28,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,n/a,high,placeholder,Higher Degree,1580380639093,placeholder,82,female,English,5d516ec3ca214b001640d9fe,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|many|right,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 10:30:03 GMT+0000 (Greenwich Mean Time),1580380203172,0|0|0|1|0|0|0|0|1|0|1|1|0|1|1|0|1|1|1|0|0|0|1|1|1|1|0|0|1|0|1|0|1|1|0|1|0|0|1|1|1|0|0|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|0|0,7.26535,main_trials,12
11659,,11135,28,0.7,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,n/a,low,placeholder,Higher Degree,1580380639093,placeholder,82,female,English,5d516ec3ca214b001640d9fe,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,none|all|right,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 10:30:03 GMT+0000 (Greenwich Mean Time),1580380203172,1|1|1|0|1|0|0|0|1|0|0|1|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|1|1|0|0|0|1|0|1|0|0|1|1,7.26535,main_trials,13
11659,,13060,28,0.3,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,n/a,low,placeholder,Higher Degree,1580380639093,placeholder,82,female,English,5d516ec3ca214b001640d9fe,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,few|many|right,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 10:30:03 GMT+0000 (Greenwich Mean Time),1580380203172,0|0|1|1|1|1|1|0|0|0|1|1|1|1|0|0|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|1|1|0|1|1|0|1|1|0|1|1|1|1|0|1|0|1|1|1,7.26535,main_trials,14
11661,,67594,36,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,NA,Higher Degree,1580380669554,NA,82,male,"English, Hungarian",55d10c94cc2b1800102be64b,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|some|right,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 11:29:57 GMT+0100 (Central European Standard Time),1580380197564,1|0|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|0|1|1|0|1|1|1|0|1|1|1|1|0|1|0|1|1|0|1|1|1|1|1,7.8665,training_trials,1
11661,,31954,36,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,NA,Higher Degree,1580380669554,NA,82,male,"English, Hungarian",55d10c94cc2b1800102be64b,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|some|wrong,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 11:29:57 GMT+0100 (Central European Standard Time),1580380197564,1|1|1|0|0|0|1|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|1|1|0|1|1|1|0|0|0|1|1|0|0|1|0|1|0|1|0|1|1|1|0|0|0|1|1|0|1|0|0|0,7.8665,training_trials,2
11661,,15424,36,0.9,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,NA,Higher Degree,1580380669554,NA,82,male,"English, Hungarian",55d10c94cc2b1800102be64b,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|most|right,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 11:29:57 GMT+0100 (Central European Standard Time),1580380197564,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0,7.8665,training_trials,3
11661,,13070,36,0.3,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Higher Degree,1580380669554,placeholder,82,male,"English, Hungarian",55d10c94cc2b1800102be64b,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|some|right,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 11:29:57 GMT+0100 (Central European Standard Time),1580380197564,1|1|1|0|0|1|1|1|0|1|1|1|1|1|0|1|0|1|1|1|1|1|1|0|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|0|1|0|1|0|1|1|1|0|1|0|1|1|0|0|1|1|0|1|1|1,7.8665,main_trials,1
11661,,6700,36,0.7,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Higher Degree,1580380669554,placeholder,82,male,"English, Hungarian",55d10c94cc2b1800102be64b,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|most|right,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 11:29:57 GMT+0100 (Central European Standard Time),1580380197564,0|0|1|0|1|1|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|1|0|0|0|0|1|0|0|0|1|0|0|0|1|0|1|1|0|1|0|0|0|0|1|0,7.8665,main_trials,2
11661,,27456,36,0.8,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Higher Degree,1580380669554,placeholder,82,male,"English, Hungarian",55d10c94cc2b1800102be64b,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,many|some|wrong,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 11:29:57 GMT+0100 (Central European Standard Time),1580380197564,0|0|1|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|1|0|0|1|0|1|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|0|0|0|0|1|0|0|0|1|1|1|0,7.8665,main_trials,3
11661,,21283,36,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Higher Degree,1580380669554,placeholder,82,male,"English, Hungarian",55d10c94cc2b1800102be64b,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|some|wrong,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 11:29:57 GMT+0100 (Central European Standard Time),1580380197564,0|0|1|0|0|0|0|0|0|1|1|0|0|0|1|0|0|0|1|0|0|0|1|1|0|1|1|0|0|0|0|0|1|1|1|1|0|1|1|1|1|0|1|0|1|0|0|1|0|1|0|1|1|1|0|1|0|1|0|1,7.8665,main_trials,4
11661,,11958,36,0.4,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Higher Degree,1580380669554,placeholder,82,male,"English, Hungarian",55d10c94cc2b1800102be64b,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|many|wrong,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 11:29:57 GMT+0100 (Central European Standard Time),1580380197564,1|1|1|1|1|0|0|1|0|0|1|0|1|1|1|1|0|0|0|1|0|1|1|0|1|0|0|1|1|1|1|1|1|0|1|1|1|1|0|0|0|1|0|1|1|1|1|1|0|1|1|0|1|0|0|1|0|1|1|1,7.8665,main_trials,5
11661,,15664,36,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Higher Degree,1580380669554,placeholder,82,male,"English, Hungarian",55d10c94cc2b1800102be64b,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,some|many|right,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 11:29:57 GMT+0100 (Central European Standard Time),1580380197564,1|1|1|0|1|0|0|1|1|1|1|1|1|1|0|1|1|0|0|0|0|0|0|0|1|0|0|1|1|0|1|1|0|1|1|0|0|0|1|1|0|0|1|1|0|0|1|1|1|0|0|1|1|1|1|1|0|1|1|0,7.8665,main_trials,6
11661,,6864,36,0.4,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Higher Degree,1580380669554,placeholder,82,male,"English, Hungarian",55d10c94cc2b1800102be64b,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|many|right,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 11:29:57 GMT+0100 (Central European Standard Time),1580380197564,1|1|1|1|0|1|1|1|0|1|0|0|0|0|0|0|1|1|1|1|0|1|1|0|1|0|1|0|0|1|1|0|0|0|0|1|1|1|1|1|0|0|1|0|0|1|0|0|0|1|1|1|0|0|1|1|1|0|1|1,7.8665,main_trials,7
11661,,17265,36,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Higher Degree,1580380669554,placeholder,82,male,"English, Hungarian",55d10c94cc2b1800102be64b,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|some|right,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 11:29:57 GMT+0100 (Central European Standard Time),1580380197564,1|1|1|1|1|1|0|1|0|1|1|1|1|0|1|0|1|1|0|1|0|1|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|0|1|1|1|1|0|1|0|1|0|1|0|1|1|1|1|0|1|0|1|1,7.8665,main_trials,8
11661,,27256,36,0.6,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Higher Degree,1580380669554,placeholder,82,male,"English, Hungarian",55d10c94cc2b1800102be64b,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|some|wrong,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 11:29:57 GMT+0100 (Central European Standard Time),1580380197564,0|1|0|1|1|0|0|0|0|0|1|1|0|0|0|0|1|0|0|1|1|1|0|1|0|1|1|0|1|0|0|0|1|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|1|1|0|1|0|1|0|1|1|0|0,7.8665,main_trials,9
11661,,7319,36,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Higher Degree,1580380669554,placeholder,82,male,"English, Hungarian",55d10c94cc2b1800102be64b,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|most|wrong,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 11:29:57 GMT+0100 (Central European Standard Time),1580380197564,1|1|1|1|1|1|1|1|1|1|0|0|1|1|1|0|1|1|1|0|1|1|1|0|1|1|1|1|1|0|1|0|1|1|1|0|1|1|1|0|1|1|1|0|1|1|1|1|1|1|0|1|1|1|0|1|1|1|1|0,7.8665,main_trials,10
11661,,8584,36,0.8,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Higher Degree,1580380669554,placeholder,82,male,"English, Hungarian",55d10c94cc2b1800102be64b,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|most|right,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 11:29:57 GMT+0100 (Central European Standard Time),1580380197564,1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1,7.8665,main_trials,11
11661,,6066,36,0.3,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Higher Degree,1580380669554,placeholder,82,male,"English, Hungarian",55d10c94cc2b1800102be64b,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|most|wrong,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 11:29:57 GMT+0100 (Central European Standard Time),1580380197564,1|1|1|1|0|1|1|0|1|1|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|0|0|0|1|0|1|1|1|1|1|0|1|1|1|0|1|1|0|0|1|0|1|1|0|1|1|1|1|0|1|1|1|1,7.8665,main_trials,12
11661,,5676,36,0.6,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Higher Degree,1580380669554,placeholder,82,male,"English, Hungarian",55d10c94cc2b1800102be64b,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|most|right,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 11:29:57 GMT+0100 (Central European Standard Time),1580380197564,0|1|1|0|0|1|0|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|0|1|1|1|0|0|0|0|1|0|0|1|1|0|1|1|1|0|0|1|0|1|0|1|0|1|0|0|0|0|0|0|0|1|1|1|0|0,7.8665,main_trials,13
11661,,17328,36,0.7,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Higher Degree,1580380669554,placeholder,82,male,"English, Hungarian",55d10c94cc2b1800102be64b,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|some|wrong,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 11:29:57 GMT+0100 (Central European Standard Time),1580380197564,0|0|1|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0|1|0|1|0|1|0|1|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0,7.8665,main_trials,14
11673,,70408,31,0.5,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,NA,Graduated High School,1580381183430,NA,82,male,English,5d9b74744175ca001730513a,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|many|wrong,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 10:30:52 GMT+0000 (Greenwich Mean Time),1580380252690,1|0|1|0|1|0|0|0|0|1|0|0|1|1|0|0|0|1|1|0|1|0|1|1|0|0|1|1|0|0|1|0|0|0|0|1|0|1|0|1|1|0|1|1|1|0|0|0|0|0|0|1|1|0|1|1|1|1|0|0,15.512333333333334,training_trials,1
11673,,58423,31,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,NA,Graduated High School,1580381183430,NA,82,male,English,5d9b74744175ca001730513a,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|some|right,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 10:30:52 GMT+0000 (Greenwich Mean Time),1580380252690,1|1|1|1|1|0|1|1|1|0|0|1|1|1|1|1|1|1|1|0|1|1|0|1|1|1|0|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|0,15.512333333333334,training_trials,2
11673,,29958,31,0.9,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,NA,Graduated High School,1580381183430,NA,82,male,English,5d9b74744175ca001730513a,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,all|most|right,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 10:30:52 GMT+0000 (Greenwich Mean Time),1580380252690,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1,15.512333333333334,training_trials,3
11673,,32545,31,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,high,placeholder,Graduated High School,1580381183430,placeholder,82,male,English,5d9b74744175ca001730513a,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|some|right,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 10:30:52 GMT+0000 (Greenwich Mean Time),1580380252690,1|0|0|1|1|1|1|1|1|0|1|1|0|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|1|1|0|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|1|1|1|1|0|0|1|1,15.512333333333334,main_trials,1
11673,,26021,31,0.2,all|most|many|some|few|none,all|most|many|some|few|none,right|wrong,12,,low,placeholder,Graduated High School,1580381183430,placeholder,82,male,English,5d9b74744175ca001730513a,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|most|wrong,5,In this exam,of the students got,of the questions,.,Thu Jan 30 2020 10:30:52 GMT+0000 (Greenwich Mean Time),1580380252690,1|1|1|0|1|0|1|1|0|1|0|1|1|0|1|1|1|1|0|1|0|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|1|1|0|0|0|1|1|1|0|1|0|0|1|1|1|1|1|0|1|1|1,15.512333333333334,main_trials,2
